company_name,job_title,career_level,deadline,apply_url,tech_stacks,requirements,preferences,responsibilities,team_culture,benefits
엘리스,클라우드 풀스택 엔지니어,경력 3-10년,상시채용,https://www.wanted.co.kr/wd/330270,"Python, FastAPI, REST API, RDBMS, SQL, TypeScript, React","• 3년 이상의 웹 서비스 개발 경험
• Python / FastAPI 기반 개발 경험
• REST API 설계 및 개발 능력
• RDBMS 기반 데이터 모델링 및 SQL 경험
• TypeScript / React 기반 웹 프론트엔드 개발 경험",공고문 내 명시 없음,"• 엘리스 클라우드 서비스들의 핵심 기능(API, 리소스 관리, 과금, 인증 등)을 설계하고 개발합니다.
• 가상머신/컨테이너 기반 인프라와 연동되는 백엔드 서비스를 구현하고 안정적으로 운영합니다.
• 다양한 클라우드 서비스들의 UI 구현과 UX 개선도 함께 진행합니다.
• 서비스의 안정성·성능·확장성을 높이기 위해 팀과 함께 구조적 개선을 고민합니다.
• 인프라·DevOps 팀과 협업하여 기술적 과제를 해결합니다.
• 실제 사용자 데이터를 기반으로 제품을 발전시키고 더 좋은 사용 경험을 만들어갑니다.",공고문 내 명시 없음,"• 병역특례 지원 가능
• 합격보상: 지원자, 추천인 각 현금 50만원
• 건강검진지원
• 보너스
• 식대지원
• 자기계발지원
• 연봉 업계평균이상
• 인원 급성장
• AI 선도 기업"
엘리스,클라우드 서포트 엔지니어,경력 3-10년,상시채용,https://www.wanted.co.kr/wd/354908,"Linux, Python, NVIDIA GPU, CUDA, NCCL","• Linux 시스템 (커널, 네트워크, 파일 시스템 등)에 대한 깊은 이해를 바탕으로 한 수준 높은 문제 해결 능력
• 가상머신 또는 컨테이너 환경에서 워크로드를 운영하거나 트러블슈팅해 본 경험
• Python을 활용하여 반복 업무를 자동화하거나, 필요한 내부 도구를 직접 개발할 수 있는 역량
• 복잡한 기술적 문제를 사용자 수준에 맞춰 쉽고 명확하게 설명할 수 있는 논리적 소통 능력",공고문 내 명시 없음,"• 엘리스 클라우드 사용자가 겪는 가상머신, 컨테이너, GPU 할당, 네트워크 설정 등 기술적 문제를 진단하고 해결책을 제시
• NVIDIA GPU 아키텍처에 대한 이해를 바탕으로 Driver, CUDA, NCCL 관련 이슈를 코드 및 커널 레벨에서 심층 분석
• 시스템 로그, 커널 메시지(dmesg), 애플리케이션 로그를 분석하여 반복되는 장애 패턴을 추출하고 대응 프로세스를 수립
• 반복되는 이슈를 효율적으로 해결하기 위해 스크립트 및 내부 관리용 툴을 직접 설계하고 개발
• 사용자를 위한 매뉴얼, FAQ, 그리고 내부 팀을 위한 장애 대응 매뉴얼을 작성하고 관리
• GPU 자원 사용량 및 시스템 상태를 모니터링하여 잠재적인 장애 요인을 파악하고 공지",공고문 내 명시 없음,"• 병역특례 지원 가능
• 합격보상: 지원자, 추천인 각 현금 50만원
• 건강검진지원
• 보너스
• 식대지원
• 자기계발지원
• 연봉 업계평균이상
• 인원 급성장
• AI 선도 기업"
다이렉트클라우드랩,DBA 엔지니어[재택가능],경력 8-16년,공고문 내 명시 없음,https://www.wanted.co.kr/wd/352010,"MySQL, Aurora MySQL, AWS, Golang","• MySQL 또는 Aurora MySQL 운영 경험(Failover, Auto Scaling) 8년 이상
• 10억 row 이상 대규모 테이블 운영 경험 (파티셔닝, 인덱스 전략, 아카이빙)
• 슬로우 쿼리 분석 및 쿼리 튜닝 역량 (EXPLAIN, Performance Insights, slow query log)
• InnoDB 내부 구조 이해 (Lock 메커니즘, Buffer Pool, Redo/Undo Log, MVCC)
• 장애 상황에서의 침착한 분석 및 대응 능력",공고문 내 명시 없음,"• Aurora MySQL 클러스터 운영 및 가용성 관리 (Failover, Auto Scaling, 부하 분산)
• 대용량 테이블 파티셔닝·인덱스 설계 및 데이터 아카이빙
• 슬로우 쿼리 분석 및 쿼리 튜닝·성능 최적화
• 무중단 스키마 변경 및 형상관리 운영
• 장애 분석(Lock/Deadlock, RCA) 및 CloudWatch 모니터링 운영","저희는 클라우드 스토리지 서비스를 만들고 있어요. AWS 환경에서 Golang을 주언어로 개발하며, DB 설계부터 성능 튜닝까지 직접 경험할 수 있습니다. 코드 리뷰를 통해 서로 배우고 자유롭게 의견을 나누면서 더 나은 서비스를 만들어가요. B2B 서비스 특성상 대용량 데이터를 안정적으로 처리하는 것이 중요하기에, 서비스 개선과 안정성 사이의 균형을 항상 고민하고 있습니다.","자기계발지원
건강검진지원
일·가정 양립
연봉상위6~10%
인원 급성장
설립10년이상
퇴사율6~10%
유리한 지원 경쟁률"
엘리스,시니어 클라우드 풀스택 엔지니어,경력 3-10년,상시채용,https://www.wanted.co.kr/wd/338215,"Python, FastAPI, RDBMS","• 5년 이상의 웹 서비스 개발 및 운영 경험
• Python/FastAPI 기반의 대규모 트래픽 처리 및 비즈니스 로직 설계 경험
• RDBMS 기반 데이터 모델링 및 쿼리 최적화 경험
• 기술적 의사결정의 근거를 논리적으로 설명하고 팀을 설득할 수 있는 커뮤니케이션 역량",공고문 내 명시 없음,"• 엘리스 클라우드 서비스의 확장성과 안정성을 고려한 시스템 아키텍처를 설계하고, 핵심 백엔드/프론트엔드 기술 스택의 방향성을 결정
• 가상머신/컨테이너 인프라와 밀접하게 연동되는 대규모 분산 환경에서 고성능 백엔드 서비스를 설계하고 운영 품질을 책임
• 팀내 개발 표준을 수립하고 문서화하며 기술적 부채를 전략적으로 관리
• 기획·인프라 팀과 긴밀히 협업하여 비즈니스 요구사항을 기술적 사양으로 구체화하고 프로젝트의 기술적 리스크를 관리
• 주니어/미들급 엔지니어의 성장을 위한 멘토링을 수행하며, 팀 전체의 엔지니어링 역량 상향 평준화 이끌기",공고문 내 명시 없음,"• 병역특례 지원 가능
• 합격보상: 지원자, 추천인 각 현금 50만원
• 건강검진지원
• 보너스
• 식대지원
• 자기계발지원
• 연봉 업계평균이상
• 인원 급성장
• AI 선도 기업"
아타드(ATAD),클라우드 엔지니어,경력 1-5년,상시채용,https://www.wanted.co.kr/wd/346638,"AWS, Azure, GCP","• 컴퓨터 공학 관련 학위 소지자
• 클라우드 플랫폼(AWS, Azure, GCP 등) 경험
• 네트워크 및 보안에 대한 기본 지식",공고문 내 명시 없음,"• 클라우드 인프라 설계 및 구축
• 클라우드 환경의 운영 및 유지보수
• 고객 요구에 맞춘 솔루션 제공 및 기술 지원","• 고객 중심의 맞춤형 솔루션 제공
• 첨단 기술 연구 및 개발
• 글로벌 네트워크","• 자기계발지원
• 사내동호회
• 보너스"
아이벡스,3D 컴퓨터 비전 엔지니어 (검사/계측),경력 2-7년,공고문 내 명시 없음,https://www.wanted.co.kr/wd/352371,"PCL, Open3D, C++, Python","• 컴퓨터 비전(특히 3D/Point Cloud) 알고리즘 개발 실무 경험 (2년 이상)
• PCL, Open3D 등 3D 포인트 클라우드 처리 라이브러리 활용 능력
• C++, Python을 이용한 상용/산업용 비전 S/W 개발 경험
• 3D 기하학, 곡면 피팅 알고리즘에 대한 깊은 이해
• 컴퓨터공학, 전자공학, 인공지능, 기계공학 등 관련 분야 학사 학위 이상
• 미국을 포함한 해외 출장 및 고객사 기술 지원에 결격 사유가 없는 분",• 전문연구요원 가능,"• 제조 공정 자동화를 위한 3D 치수 계측 및 외관 검사 시스템 개발
• Point Cloud 데이터 기반 형상 분석 및 결함 검출 알고리즘 개발
• 3D 스캐너 원본 Point Cloud 데이터 전처리 알고리즘 개발
• 검출 결과의 정량화(Quantification) 및 리포팅을 위한 후처리 알고리즘 개발
• 개발 시스템의 고객사 현장(국내/외) 적용, 안정화 및 기술 지원 (배포, 운영, 트러블슈팅)","• '자율과 책임' 기반의 기업문화
• 업무 외 스트레스를 최소화하고, 쾌적한 근무환경을 조성하기 위한 다양한 복지 혜택 제공
• 사람과 문화를 최우선으로 생각하는 기업","• 병역특례 지원 가능
• 합격보상: 지원자, 추천인 각 현금 50만원
• 커피·스낵바, 자기계발지원, 편의시설, 건강검진지원, 스톡옵션, 보너스, 사내동호회, 재택근무"
드림어스컴퍼니,클라우드 보안 엔지니어,경력 3년 이상,상시채용,https://www.wanted.co.kr/wd/359049,"AWS, IAM, GuardDuty, Control Tower, WAF","AWS 클라우드 환경 업무 경험 3년 이상 (엔지니어 경험 포함)
보안 체계 직접 설계 및 운영 경험
ISMS, ISO 27001 등 국내외 정보보호 인증 획득 및 관리 경험
AWS 퍼블릭 클라우드 환경 보안 기본 지식 보유 (IAM, VPC, WAF 등)
OS·Network·Server·DB 등 인프라 전반에 대한 이해 및 활용 역량
보안 이벤트·로그 모니터링 체계 구축 및 탐지·분석·감사 활동 경험
보안 취약점 분석 후 개발 조직과 협업하여 문제를 해결한 경험
Bash 또는 Python 등 스크립트 활용 역량",장애인 우대,"클라우드 보안 정책 수립: 멀티 어카운트/VPC 기반 AWS 환경의 보안 운영 정책 수립 및 관리
기술적 보안성 검토 및 진단: 신규 서비스 및 주요 변경 사항에 대한 보안성 검토, 클라우드·인프라 보안 진단 및 가이드 수립/이행 관리
취약점·리스크 거버넌스: 오픈소스·라이브러리·컨테이너 이미지의 취약점 및 라이선스 리스크 거버넌스 체계 수립
AWS 보안 아키텍처 운영: IAM, GuardDuty, Security Group, WAF, Control Tower 등 보안 및 거버넌스 관리 체계 운영
위협 분석 및 대응: 신규 보안 위협·취약점 동향 분석, 오픈소스 및 자동화 도구를 활용한 보안 점검 체계 고도화
개발 부서 협업: CTO 조직과 협업하여 보안 요구사항을 서비스에 적용하고 위협 대응 체계 개선","형식적인 컴플라이언스 준수뿐만 아니라, 실제 서비스와 인프라 구조에 맞는 보안 체계를 유연하게 설계하고 '함께' 만들어 나가는 것을 목표로 합니다.","합격보상: 지원자, 추천인 각 현금 50만원
식대지원
건강검진지원
대출지원"
다우기술,클라우드/AI 플랫폼 엔지니어,경력 3-7년,2026.05.17,https://www.wanted.co.kr/wd/357834,"VMware, MS Azure, AWS, Terraform, podman, docker, Zabbix, Prometheus, Grafana, Loki, kubernetes, Ansible","• 관련 경험이 있는 분 (3~7년/ 선임급)
• 클라우드 아키텍처(컴퓨팅, 네트워크, 스토리지 등) 설계 및 CSP 서비스 운영 경험
• OS(Linux/Windows 등) 및 오픈소스 엔지니어링 경험
• 모니터링 환경 구성 및 운영 경험
• IaC(Terraform, Ansible 등) 활용 경험",공고문 내 명시 없음,"• AIOps 인프라 운영 및 관리
• VMware, Kubernetes 인프라 구축 및 운영
• CSP 인프라 운영 및 관리 (AWS, MS Azure 등)",공고문 내 명시 없음,"• 자기계발지원
• 복지포인트
• 대출지원
• 연봉상위1%"
미리비트,K8s 기반 인증·인가 시스템 백엔드 엔지니어,경력 5년 이상,상시채용,https://www.wanted.co.kr/wd/339242,"Java, OPA(Rego), Keycloak, Polaris Catalog","• Java 기반 백엔드 개발 경력 보유자
• OPA(Rego)를 활용한 인가 정책 설계 및 적용 경험
• Keycloak을 이용한 인증·인가 시스템 구축 경험
• 실서비스 환경에서 인증·인가 시스템을 직접 설계 또는 운영해본 경험",공고문 내 명시 없음,"• Java 기반 인증·인가 서비스 설계 및 개발
• OPA(Rego)를 활용한 정책 기반 인가 시스템 구축
• Keycloak 연동 및 SSO 인증 구조 설계
• Polaris Catalog 기반 권한·정책 관리 체계 설계 및 운영
• 마이크로서비스 환경에서의 인증·인가 아키텍처 개선 및 고도화","• 연봉 업계평균이상
• 인원 급성장
• 50명이하
• 설립10년이상
• 자기계발지원
• 보너스
• 적극 채용 중
• 커피·스낵바
• 건강검진지원",공고문 내 명시 없음
올거나이즈코리아(Allganize Korea),필드 엔지니어 FDPE,경력 3-15년,2026.06.01,https://www.wanted.co.kr/wd/355923,"kubernetes, helm chart","• 3년 이상의 On-premise 기반 솔루션 배포 및 관리 경험
• kubernetes, helm chart 개발(또는 디버깅) 경험
• 제한된 네트워크 환경 (Air-gapped, 망분리, 프라이빗 클라우드)에서의 시스템 구축 및 트러블슈팅 경험
• 서버, 스토리지, 네트워크 시스템에 대한 깊은 지식
• 가상화 기술 및 Linux, Windows 서버 운영에 대한 지식
• 커뮤니케이션 및 문서작성 능력이 뛰어난 분
• 다양한 종류의 고객사(공공기관, 대기업, 스타트업 등)를 대상으로 IT 또는 AI 프로젝트(데이터 구축 프로젝트 제외) 경험이 있으신 분",공고문 내 명시 없음,"• 고객 환경에 맞춘 On-premise 기반의 제품 인프라 구축 및 운영, 관리를 담당합니다.
• On-premise 환경에서의 장애 대응 및 해결과 이를 예방하기 위한 시스템 모니터링을 구축합니다.
• On-premise 배포 환경을 위한 보안 정책 및 절차를 구현합니다.
• On-premise 배포를 위한 메뉴얼 및 기술 문서를 작성하고 관리합니다.
• 필요시에는 인프라팀 뿐만 아니라, 세일즈팀등 다양한 팀과 협력하여 배포과정과 운영과정에서 일어나는 이슈를 식별하고 신속하게 대처합니다.
• 인프라팀과 고객에게 프로젝트 진행 상황을 주기적으로 공유하고, 필요한 정보를 제공합니다.",공고문 내 명시 없음,"• 병역특례 지원 가능
• 합격보상: 지원자, 추천인 각 현금 50만원"
올거나이즈코리아(Allganize Korea),"필드 엔지니어 FDPE (3~15년, k8s 필수) 계약직",경력 3-15년,2026.06.01,https://www.wanted.co.kr/wd/358502,"kubernetes, helm","• 3년 이상의 On-premise 기반 솔루션 배포 및 관리 경험
• kubernetes, helm chart 개발(또는 디버깅) 경험
• 제한된 네트워크 환경 (Air-gapped, 망분리, 프라이빗 클라우드)에서의 시스템 구축 및 트러블슈팅 경험
• 서버, 스토리지, 네트워크 시스템에 대한 깊은 지식
• 가상화 기술 및 Linux, Windows 서버 운영에 대한 지식
• 커뮤니케이션 및 문서작성 능력이 뛰어난 분
• 다양한 종류의 고객사(공공기관, 대기업, 스타트업 등)를 대상으로 IT 또는 AI 프로젝트(데이터 구축 프로젝트 제외) 경험이 있으신 분",공고문 내 명시 없음,"• 고객 환경에 맞춘 On-premise 기반의 제품 인프라 구축 및 운영, 관리를 담당합니다.
• On-premise 환경에서의 장애 대응 및 해결과 이를 예방하기 위한 시스템 모니터링을 구축합니다.
• On-premise 배포 환경을 위한 보안 정책 및 절차를 구현합니다.
• On-premise 배포를 위한 메뉴얼 및 기술 문서를 작성하고 관리합니다.
• 필요시에는 인프라팀 뿐만 아니라, 세일즈팀등 다양한 팀과 협력하여 배포과정과 운영과정에서 일어나는 이슈를 식별하고 신속하게 대처합니다.
• 인프라팀과 고객에게 프로젝트 진행 상황을 주기적으로 공유하고, 필요한 정보를 제공합니다.",공고문 내 명시 없음,"• 계약직 6개월
• 평가 결과에 따라 전환 가능"
미리비트,Kubernetes 엔지니어 (5년이상),공고문 내 명시 없음,상시채용,https://www.wanted.co.kr/wd/292645,"Kubernetes, Go, Python, Java, GitOps, Prometheus, Grafana, EFK, HDFS, MinIO","관련 경력 5년 이상
다양한 오픈소스 기반 솔루션 설계 및 구축 경험
Go, Python, Shell 등을 활용한 자동화 구축 경험
Linux, Cloud Native 환경에 대한 기본 지식
IaC, Gitops를 통한 자동화 시스템 구성 경험",공고문 내 명시 없음,"빅데이터 플랫폼의 클라우드 서비스 전환 위한 Kubernetes 표준 환경 구축 및 운영
Kubernetes 클러스터 프로비저닝 구성 및 형상 관리
Kubernetes 관련 시스템 컴포넌트/오퍼레이터 개발 및 운영 (Go, Python, Java등)
Kubernetes 운영을 위한 CI/CD 환경 설계 (GitOps, ArgoCD)
Kubernetes 모니터링과 트러블슈팅 및 장애대응
k8s 모니터링 및 로깅 시스템 구축 (Prometheus, Grafana, EFK 등)
HDFS 기반 스토리지를 MinIO 스토리지로 전환 개발
Stateful Application 설계 및 PVC 구성",공고문 내 명시 없음,"연봉 업계평균이상
인원 급성장
50명이하
설립10년이상
자기계발지원
보너스
적극 채용 중
커피·스낵바
건강검진지원"
미리비트,데이터 플랫폼 엔지니어 (3년차~PL),공고문 내 명시 없음,상시채용,https://www.wanted.co.kr/wd/328919,"Spark, Airflow, K8s","• 빅데이터 서비스, 플랫폼 구축 개발 경력이 있으신 분
• spark 경험 3년이상 경력을 보유하신 분
• spark 와 같은 인메모리 엔진을 활용한 대규모 데이터 처리 프로젝트 수행 경험이 있으신 분
• 대용량 분산 클러스터 환경에 대한 이해도와 경험이 있으신 분
• 시스템 성능 튜닝 및 성능 테스트 경험 있으신 분",공고문 내 명시 없음,"• k8s 인프라 환경에서 spark를 활용한 실시간 데이터 스트리밍 파이프 라인 설계 및 구축
• 오브젝트 스토리지(MinIO)로의 데이터 적재 및 관리, 마이그레이션
• Airflow 기반 워크플로우 자동화 및 운영
• 서비스 어플리케이션 및 클러스터 트러블 슈팅
• 기술 문서(컨플루언스)",공고문 내 명시 없음,"• 연봉 업계평균이상
• 인원 급성장
• 50명이하
• 설립10년이상
• 자기계발지원
• 보너스
• 커피·스낵바
• 건강검진지원"
오렌지스퀘어,인프라 엔지니어,경력 3-10년,상시채용,https://www.wanted.co.kr/wd/356477,"리눅스, 윈도우, TCP/IP, L2/L3 스위치, 방화벽, 라우터, AWS","• 온프레미스(IDC) 기반 인프라 구축 및 시스템 운영 전문성
• 하이브리드 네트워크 설계 및 실무 장비 제어 역량
• 보안 컴플라이언스 준수 및 거버넌스 강화 역량",공고문 내 명시 없음,"• 온프레미스(IDC) 기반 인프라 구축 및 시스템 총괄 운영
• IDC 및 하이브리드 네트워크 엔지니어링
• 보안 컴플라이언스 준수 및 강화
• 비즈니스 연속성 확보를 위한 백업 및 DR 체계 고도화",공고문 내 명시 없음,"• 식대지원
• 보너스
• 스톡옵션
• 연봉 업계평균이상
• 커피·스낵바
• 누적투자100억이상"
페르소나에이아이,인프라 엔지니어,경력 7-20년,상시채용,https://www.wanted.co.kr/wd/348736,"리눅스, 유닉스, 윈도우 서버, 도커, Python, Java","• 학사 이상 또는 이에 준하는 경력 보유자
• 리눅스/유닉스 및 윈도우 서버 설치운영 경험
• 도커 컨테이너 등 구축/운영 경험
• Python가능자, Java개발 경험
• 기술지원/헬프데스크 경험 및 문제 해결 능력
• 문서화 능력(설치 매뉴얼, 운영 가이드 작성 등)",공고문 내 명시 없음,"• 고객사 환경에 자사 솔루션 설치 및 구축 수행
• 서버, DB 등 고객사 IT 인프라와의 연동 및 설정
• 장애 및 오류 발생 시 원인 분석 및 해결 지원
• 개발부서(Java, Nodejs, Python 등) 솔루션 설치 및 운영
• 내부 개발 환경 구축 및 관리 (CI/CD, 빌드 서버, 테스트 서버 등)
• 고객사 솔루션 아키텍처 설계/운영
• 장애 대응 및 성능 모니터링
• 사내 사용자 대상 기술 지원 및 문제 해결
• 보안 패치, 업데이트, 백업 관리 등
• 신규 솔루션 도입 및 기술 검증(PoC)
• 설치 매뉴얼, 기술 문서 작성 및 고객사 전달
• 프로젝트 매니저, 개발팀과 협업하여 고객사 요구사항 반영
• 구축 완료 후 유지보수(기술제공)",공고문 내 명시 없음,"• 합격보상: 지원자, 추천인 각 현금 50만원
• 보너스
• 커피·스낵바
• 장비지원"
에이버튼,IT 인프라 엔지니어(시니어),시니어,상시채용,https://www.wanted.co.kr/wd/354979,"Confluence, JIRA, Slack, Azure, Linux, AWS, VM웨어, Jenkins, VPN, GCP, DLP, Perforce","• 컴퓨터, 정보통신, 소프트웨어 등 IT관련 전공 학사 이상 학위
• 7년 이상의 IT 인프라 / 시스템 엔지니어 경험
• OS, 서버, 네트워크 인프라에 대한 전문적인 지식 및 경험
• Linux 및 Windows 운영 경험
• 모니터링 시스템 구축 및 운영 경험",공고문 내 명시 없음,"• 200명+ 규모로 ​확장해가는 ​에이버튼의 사내(On-premise) ​및 클라우드 ​인프라를 ​구축하고 운영, 관리합니다.
• 네트워크/VPN ​구성 및 ​운용
• On-premise 서버 장비
• 소스 저장소(Perforce) 서버, 빌드 머신, NAS 등
• CI/CD 솔루션(Jenkins), AWS, Azure, GCP 등 클라우드 인프라
• EDR, DLP 등 보안에 필요한 시스템
• 담당 시스템/서비스의 상태와 성능을 모니터링하고 트러블슈팅 상황에 대응합니다.
• 사용자와 조직의 새로운 요구사항이나 니즈를 반영하여 지속 개선하고, 새로운 시스템을 기획 및 구축합니다.","• 에이버튼의 ​테크 ​엔지니어들은 함께 ​상의하여 좋은 문제 해결(Problem ​Solving)을 ​지향하는 문화를 ​가지고 있습니다. 단순히 ​벌어진 문제를 ​수습하는 ​것에 그치지 ​않고, ​효율적인 ​솔루션을 찾아 꾸준히 ​프로세스 ​및 기술을 개선하고 ​향후의 ​문제를 ​예방하는 역할을 수행합니다.","• 합격보상: 지원자, 추천인 각 현금 50만원
• 커피·스낵바
• 건강검진지원
• 식대지원
• 장비지원"
엘리스,시니어 인프라 시스템 엔지니어,공고문 내 명시 없음,상시채용,https://www.wanted.co.kr/wd/329051,"Linux, GPU, Kubernetes, Ceph, InfiniBand","• Linux 기반 시스템 운영 경력 5년 이상 및 대규모 인프라 아키텍처 설계 경험 필수
• 시스템 성능 분석, 병목 현상 진단 및 튜닝(Tuning)을 주도적으로 수행할 수 있는 능력
• 자동화(IaC, Infrastructure as Code) 기반의 시스템 배포 및 운영 체계 구축 경험
• 뛰어난 문제 해결 능력과 복잡한 시스템 장애의 근본 원인을 파악하는 분석적 사고",공고문 내 명시 없음,"• 대규모 Linux 서버 운영 아키텍처 설계
• GPU 클러스터 및 HPC 인프라 운영 최적화
• OS 이미지·배포·구성 자동화 프레임 설계
• 장애 RCA 리딩 및 구조적 개선
• Capacity Planning 및 로드맵 설계
• 인프라 기술 평가 및 도입",AI 인프라의 새로운 기준을 직접 설계하고 구현하는 팀입니다. 국내에서 유일하게 AI PMDC를 자체 설계·구축·운영하는 기업으로서 빠르고 안정적이며 유연한 AI 환경을 제공합니다.,"• 병역특례 지원 가능
• 합격보상: 지원자, 추천인 각 현금 50만원
• 건강검진지원
• 보너스
• 식대지원
• 자기계발지원
• 연봉 업계평균이상
• 인원 급성장
• AI 선도 기업"
룰루랩(lululab),DevSecOps / 보안 엔지니어 (인프라 보안 및 인증 대응),경력 3년 이상,상시채용,https://www.wanted.co.kr/wd/357739,"AWS, GCP, Azure, Linux, Bash, Python","· DevSecOps 또는 DevOps 관련 실무 경험 3년 이상
· 클라우드 환경(AWS, GCP, Azure 중 1개 이상) 운영 경험
· CI/CD 파이프라인 구축 및 운영 경험
· Linux 기반 서버 운영 및 스크립트(Bash, Python 등) 활용 경험
· 네트워크, 인증/인가, 암호화, 로그에 대한 이해",공고문 내 명시 없음,"· 인프라 및 서비스 운영 보안, CI/CD 및 보안 자동화
· 보안 모니터링 및 사고 대응, 인증 심사 및 감사 대응
· ISO 27001/27701 기준에 부합하는 보안
· 개인정보 처리 체계의 실제 시스템 적용",공고문 내 명시 없음,"· 자기계발지원
· 식대지원
· 커피·스낵바"
에이판다파트너스,인프라 및 DevOps 엔지니어,경력 4-10년,상시채용,https://www.wanted.co.kr/wd/351277,"GitHub,AWS,Fortinet,Kubernetes","• 다음 기준 중 1개 이상 충족
1. 「금융위원회의 설치 등에 관한 법률」제38조에 따른 검사대상기관에서 전산 업무에 4년 이상 종사한 경력이 있는 분
2. 전산 관련분야의 석사 이상 학위 소지자로서 전산 업무에 2년 이상 종사한 경력이 있거나, 전산 관련분야의 학사학위 소지자로서 전산 업무에 4년이상 종사한 경력이 있는 분
3. 정보처리기술사,정보통신기술사 자격 소지하신 분
• 온프레미스 네트워크 및 보안 인프라 구축 및 운영 (방화벽, 스위치, 무선랜, IDS/IPS 등)
• 사무실 및 IDC 네트워크 설계/운영 경험
• 클라우드  온프레미스 연동 경험 (VPN, 전용선 등)
• Amazon Web Services 환경에서 서비스 운영 경험
• Kubernetes(EKS 등) 기반 운영 경험
• CI/CD 구축 및 운영 경험 (GitHub Actions, Argo CD 등)
• 컨테이너 기반 서비스 운영 이해 (Docker, Pod, Deployment 등)
• 네트워크 기본 이해 (VPC, Subnet, Routing, Load Balancer)
• 장애 대응 및 트러블슈팅 경험",공고문 내 명시 없음,"• 온프레미스 네트워크 및 보안 인프라 구축 및 운영 (방화벽, 스위치, 무선랜, IDS/IPS 등)
• Amazon Web Services 환경에서 Kubernetes(EKS)를 기반으로 MSA 구조의 서비스를 운영합니다.
• GitHub Actions와 Argo CD를 활용하여 코드 변경부터 Kubernetes Pod 배포까지 이어지는 완전 자동화된 CI/CD 파이프라인을 구축합니다.
• 또한 Prometheus, Loki, Thanos 기반의 Observability 시스템을 통해 메트릭과 로그를 수집/분석하고, 장애 대응 및 성능 개선에 활용합니다.
• 수집된 데이터는 Amazon Prometheus, Amazon Grafana Amazon S3, Amazon Athena, AWS Glue와 연계하여 장기 보관 및 분석 환경을 구성합니다.",공고문 내 명시 없음,"합격보상
지원자, 추천인 각 현금 50만원"
수퍼게이트,Openstack 인프라 서비스 엔지니어,경력 3년 이상,2026.05.10,https://www.wanted.co.kr/wd/349695,"Openstack, Linux, Golang, Java, Python","학력: 4년제 대학교 졸업 이상
경력: 3년 이상
• Linux 기반 시스템 구축 및 운영 경험
• Openstack 또는 Public Cloud 환경에서의 개발/구축/운영 실무 경험
• API 기반 인프라 서비스 또는 플랫폼 개발/운영 경험
• 서버사이드 언어 1개 이상 개발 가능(Golang, Java, Python 등)",공고문 내 명시 없음,"Openstack API Platform 개발
• Private Cloud와 OpenStack 서비스를 연동하는 API Platform 설계 및 개발
• RESTful API 기반 인프라 서비스 인터페이스 구현
• 내부/외부 시스템과의 서비스 통합 및 연동 개발
클라우드 인프라 서비스 제공
• VM 인스턴스 프로비저닝 및 라이프사이클 관리
• 블록 스토리지 서비스 구축 및 운영
• 고객 요구사항에 맞는 인프라 리소스 할당 및 관리
Openstack 컴포넌트 개발 및 운영
• 핵심 컴포넌트 (Keystone, Glance, Nova, Neutron, Cinder) 개발, 커스터마이징 및 트러블슈팅
• 컴포넌트 간 통합 및 의존성 관리
• 성능 모니터링 및 장애 대응
시스템 안정성 및 고가용성 확보
• 서비스 가용성 확보를 위한 인프라 아키텍처 설계
• 장애 예방 및 신속한 이슈 대응 체계 구축
• 운영 자동화 및 프로세스 개선",공고문 내 명시 없음,"합격보상: 지원자, 추천인 각 현금 50만원"
테이텀,QA 엔지니어(3년 이상),경력 3년 이상,상시채용,https://www.wanted.co.kr/wd/326405,공고문 내 명시 없음,"- 개발 조직 내 QA 경험이 3년 이상 있으신 분
- 웹 서비스 또는 SaaS 제품의 QA 업무를 경험해보신 분
- 기능 테스트, 시나리오 테스트, 회귀 테스트 등 기본적인 QA 방식에 대한 이해가 있으신 분
- 이슈를 명확하게 정리하고 개발자, 기획자와 원활하게 커뮤니케이션할 수 있으신 분
- 제품의 기획과 개발 과정에 적극적으로 참여하며 품질 관점에서 의견을 낼 수 있으신 분
- 반복적인 업무를 더 효율적으로 개선하려는 관심이 있으신 분",공고문 내 명시 없음,"- 개발 스프린트에 참여해 QA 관점에서 이슈와 리스크를 사전에 공유합니다.
- 기능, 시나리오, 예외 케이스 중심으로 스프린트 결과물을 검증합니다.
- 테스트 결과를 정리하고 공유하며, 회고 과정에서 품질 관점의 인사이트를 제공합니다.
- 고객 관점에서 제품의 사용성을 지속적으로 리뷰하고 개선 아이디어를 제안합니다.
- 반복적으로 수행되는 테스트에 대해 자동화 방안을 설계하고 운영합니다.
- CI/CD 파이프라인 내 QA 단계를 개선해 배포 안정성과 효율을 높입니다.
- 회귀 테스트, 릴리즈 점검, 이슈 재현 및 검증 프로세스를 체계적으로 관리합니다.
- 제품 품질 기준과 테스트 전략 수립에 QA 관점을 반영합니다.","우리는 Zero Trust 실현, 보안 정책 표준화, 운영 자동화라는 큰 목표를 향해 나아가며, 이러한 도전 속에서 팀과 개인이 함께 성장하는 문화를 추구합니다.","- 휴가비
- 보너스
- 커피·스낵바
- 자기계발지원
- 식대지원
- 자유로운휴가"
